Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9_Part_1,Q9_Part_2,Q9_Part_3,Q9_Part_4,Q9_Part_5,Q9_Part_6,Q9_Part_7,Q9_Part_8,Q10,Q11,Q13_Part_1,Q13_Part_2,Q13_Part_3,Q13_Part_4,Q13_Part_5,Q13_Part_6,Q13_Part_7,Q13_Part_8,Q13_Part_9,Q13_Part_10,Q13_Part_11,Q13_Part_12,Q14,Q14_Part_1_TEXT,Q14_Part_2_TEXT,Q14_Part_3_TEXT,Q14_Part_4_TEXT,Q14_Part_5_TEXT,Q14_OTHER_TEXT,Q15,Q16_Part_1,Q16_Part_2,Q16_Part_3,Q16_Part_4,Q16_Part_5,Q16_Part_6,Q16_Part_7,Q16_Part_8,Q16_Part_9,Q16_Part_10,Q18_Part_1,Q18_Part_2,Q18_Part_3,Q18_Part_4,Q18_Part_5,Q18_Part_6,Q18_Part_7,Q18_Part_8,Q18_Part_9,Q18_Part_10,Q19,Q20_Part_1,Q20_Part_2,Q20_Part_3,Q20_Part_4,Q20_Part_5,Q20_Part_6,Q20_Part_7,Q20_Part_8,Q20_Part_9,Q20_Part_10,Q21_Part_1,Q23,Q24_Part_1,Q24_Part_2,Q24_Part_3,Q24_Part_4,Q24_Part_5,Q24_Part_6,Q24_Part_7,Q24_Part_8,Q24_Part_9,Q24_Part_10,Q25_Part_1,Q25_Part_2,Q25_Part_3,Q25_Part_4,Q25_Part_5,Q25_Part_6,Q25_Part_7,Q25_Part_8,Q26_Part_1,Q26_Part_2,Q26_Part_3,Q26_Part_4,Q26_Part_5,Q27_Part_1,Q27_Part_2,Q27_Part_3,Q27_Part_4,Q28_Part_1,Q28_Part_2,Q28_Part_3,Q28_Part_4,Q28_Part_5,Q28_Part_6,Q28_Part_7,Q28_Part_8,Q28_Part_9,Q28_Part_10,Q29_Part_1,Q29_Part_2,Q29_Part_3,Q29_Part_4,Q29_Part_5,Q29_Part_6,Q29_Part_7,Q29_Part_8,Q29_Part_9,Q29_Part_10,Q34_Part_1,Q34_Part_2,Q34_Part_3,Q34_Part_4,Q34_Part_5,Q34_Part_6,Q34_Part_7,Q34_Part_8,Q34_Part_9,Q34_Part_10
30-34,Male,United States of America,Masters degree,Other,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,,,,,Do research that advances the state of the art of machine learning,,,"150,000-199,999",$0 (USD),Udacity,Coursera,,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),,Udemy,LinkedIn Learning,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,-1,-1,-1,-1,-1,3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,,,,,,,Python,R,,,,,,,,,R, Ggplot / ggplot2 ,,,,, Plotly / Plotly Express ,,,,,,4-5 years,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,,"Automation of full ML pipelines (e.g. Google AutoML, H20 Driverless AI)",,,,,,,,,,,,  Scikit-learn ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Bachelors degree,Data Analyst,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,"100,000-124,999",$100-$999,,Coursera,,,,,,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,14,-1,-1,3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,, Atom ,,,,,,,Python,,SQL,,,,,,Bash,,SQL,, Matplotlib ,,,,,, Seaborn ,,,CPUs,2-3 years,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,, Keras ,,, PyTorch ,,, Spark MLib ,, Google Cloud Platform (GCP) , Amazon Web Services (AWS) ,,,,,,,,,,PostgresSQL,,,,,AWS Relational Database Service,,,
25-29,Female,United States of America,Doctoral degree,Student,,,,,,,,,,,,,,Coursera,edX,DataCamp,DataQuest,Kaggle Courses (i.e. Kaggle Learn),,,,,,,"Advanced statistical software (SPSS, SAS, etc.)",-1,2,-1,-1,-1,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,, Atom , MATLAB ,,,,  Notepad++  ,,,R,,C,C++,,,,Bash,MATLAB,C++, Ggplot / ggplot2 ,, Altair ,, D3.js ,, Bokeh ,, Geoplotlib ,,CPUs,4-5 years,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,"Automated data augmentation (e.g. imgaug, albumentations)","Automated feature engineering/selection (e.g. tpot, boruta_py)",,,"Automated hyperparameter tuning (e.g. hyperopt, ray.tune)",,,,"General purpose image/video tools (PIL, cv2, skimage, etc)",,,,"Generative Networks (GAN, VAE, etc)",,,,,,, Keras ,,, PyTorch , Caret , LightGBM ,, Fast.ai ,,,,,,,,,,,,,,,,,,,,
25-29,Prefer not to say,United States of America,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,"200,000-249,999","> $100,000 ($USD)",Udacity,Coursera,,,,,,,,University Courses (resulting in a university degree),,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",-1,-1,-1,-1,6,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",, PyCharm ,,,,,,,,Python,,,,,,,,Bash,,Python,, Matplotlib ,,,,, Bokeh , Seaborn ,,,CPUs,5-10 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-2, etc)",,"Automated feature engineering/selection (e.g. tpot, boruta_py)","Automated model selection (e.g. auto-sklearn, xcessiv)","Automated model architecture searches (e.g. darts, enas)","Automated hyperparameter tuning (e.g. hyperopt, ray.tune)",,,,"General purpose image/video tools (PIL, cv2, skimage, etc)",,"Object detection methods (YOLOv3, RetinaNet, etc)","Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",,"Word embeddings/vectors (GLoVe, fastText, word2vec)","Encoder-decorder models (seq2seq, vanilla transformers)","Contextualized embeddings (ELMo, CoVe)","Transformer language models (GPT-2, BERT, XLnet, etc)",  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost , PyTorch ,, LightGBM , Spark MLib ,, Google Cloud Platform (GCP) ,,,,,,,,,,MySQL,,SQLite,,,,,,,Google Cloud SQL
35-39,Male,Canada,Doctoral degree,Research Scientist,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,"125,000-149,999","$1000-$9,999",,,,,,,Fast.ai,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,29,-1,-1,10-20 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,,,,,  Notepad++  ,,Python,R,SQL,,C++,,,,,,Python, Ggplot / ggplot2 , Matplotlib ,,,, Plotly / Plotly Express ,, Seaborn ,,,CPUs,10-15 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-2, etc)",,,,,,,None,,"General purpose image/video tools (PIL, cv2, skimage, etc)",,,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",,"Word embeddings/vectors (GLoVe, fastText, word2vec)",,,"Transformer language models (GPT-2, BERT, XLnet, etc)",  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost ,, Caret ,,,,, Amazon Web Services (AWS) ,,,,,,, VMware Cloud ,,MySQL,PostgresSQL,SQLite,Microsoft SQL Server,,,,,,
30-34,Male,United States of America,Masters degree,Data Engineer,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,Male,United States of America,Masters degree,Data Engineer,50-249 employees,We are exploring ML methods (and may one day put a model into production),,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,"70,000-79,999",$0 (USD),Udacity,Coursera,edX,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),,Udemy,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,30,-1,-1,1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,,,  Spyder  ,,,,Python,,SQL,,,,,,,,Python,, Matplotlib ,,,,,,,,,CPUs,1-2 years,,,,,,,Convolutional Neural Networks,,,,,,,,,,None,,"General purpose image/video tools (PIL, cv2, skimage, etc)",,,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",,,,,,  Scikit-learn ,, Keras , RandomForest,,, Caret ,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,Canada,Masters degree,Business Analyst,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,"70,000-79,999","> $100,000 ($USD)",,Coursera,edX,DataCamp,,,,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,6,-1,-1,3-5 years,, RStudio ,,,,,,,,,,R,,,,,,,,,R, Ggplot / ggplot2 ,,,,,,,,,,,1-2 years,Linear or Logistic Regression,,,Bayesian Approaches,Evolutionary Approaches,,,,,,,,,,,,None,,,,,,,,,,,,,, RandomForest,,, Caret ,,,,,,,,,,,,,,,,,Microsoft SQL Server,,,,,,
30-34,Female,United States of America,Masters degree,Data Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,"125,000-149,999","$10,000-$99,999",Udacity,Coursera,,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),Fast.ai,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,31,-1,-1,3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,, Visual Studio / Visual Studio Code ,,,,  Sublime Text  ,Python,,SQL,,,,,,,,Python,, Matplotlib ,,,,, Bokeh , Seaborn ,,,CPUs,1-2 years,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,"Automated feature engineering/selection (e.g. tpot, boruta_py)",,,,,,,,,,,,,,,,  Scikit-learn ,, Keras , RandomForest,,,,, Spark MLib ,,, Amazon Web Services (AWS) ,,,,,,,,,MySQL,PostgresSQL,SQLite,,,,,,,
22-24,Male,United States of America,Masters degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,,,,,Do research that advances the state of the art of machine learning,,,"125,000-149,999",$100-$999,,Coursera,edX,DataCamp,,,,Udemy,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,32,-1,-1,< 1 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",, PyCharm ,,,,  Spyder  ,,,,Python,R,SQL,,,Java,,,,,Python, Ggplot / ggplot2 , Matplotlib ,,,, Plotly / Plotly Express ,, Seaborn ,,,CPUs,< 1 years,,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,,,,,None,,"General purpose image/video tools (PIL, cv2, skimage, etc)",,,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",,,,,,  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost ,,,,,, Google Cloud Platform (GCP) ,,,,,,,,,,MySQL,,,,Oracle Database,,,,,
30-34,Male,Canada,Doctoral degree,Research Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,"60,000-69,999",$100-$999,,Coursera,edX,,,,,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,33,-1,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,, MATLAB , Visual Studio / Visual Studio Code ,,,  Notepad++  ,,Python,,,,C++,,,,,MATLAB,Python,, Matplotlib ,,,,,, Seaborn ,,,CPUs,4-5 years,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,Convolutional Neural Networks,,,,,,,,,,None,,,"Image segmentation methods (U-Net, Mask R-CNN, etc)","Object detection methods (YOLOv3, RetinaNet, etc)","Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",,,,,,  Scikit-learn ,  TensorFlow , Keras ,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Masters degree,Business Analyst,0-49 employees,No (we do not use ML methods),,,,,,,,,"50,000-59,999",$1-$99,,Coursera,edX,,,,,Udemy,,University Courses (resulting in a university degree),,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",-1,-1,-1,-1,7,-1,1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,,,,  Vim / Emacs  ,,  Sublime Text  ,Python,,,,,,Javascript,,,,Python,, Matplotlib ,,,,,, Seaborn ,,,CPUs,< 1 years,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,,,,,,,,,,, Amazon Web Services (AWS) , Microsoft Azure ,,,,,,,,,,,,,,,,,
35-39,Prefer not to say,United States of America,Masters degree,Data Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,"200,000-249,999",$0 (USD),,,edX,,,,,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,38,-1,-1,3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,,,,  Vim / Emacs  ,,  Sublime Text  ,Python,R,SQL,,,,,,Bash,,SQL,, Matplotlib ,,,,,,,,,,5-10 years,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Masters degree,Data Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,"125,000-149,999","$10,000-$99,999",Udacity,Coursera,,,,Kaggle Courses (i.e. Kaggle Learn),,Udemy,,University Courses (resulting in a university degree),,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",-1,-1,-1,-1,8,-1,3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",, PyCharm , Atom ,,,  Spyder  ,,,  Sublime Text  ,Python,,SQL,,,,,,Bash,,Python,, Matplotlib ,,,, Plotly / Plotly Express ,, Seaborn ,,,CPUs,3-4 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,"Automated model selection (e.g. auto-sklearn, xcessiv)",,,"Automation of full ML pipelines (e.g. Google AutoML, H20 Driverless AI)",,,,,,,,,,,,  Scikit-learn ,, Keras , RandomForest, Xgboost ,,,,,, Google Cloud Platform (GCP) , Amazon Web Services (AWS) ,,,,,,,,,,PostgresSQL,,Microsoft SQL Server,,,AWS Relational Database Service,AWS DynamoDB,,
25-29,Male,United States of America,Doctoral degree,Student,,,,,,,,,,,,,Udacity,Coursera,,,,,,,,University Courses (resulting in a university degree),,,Other,-1,-1,-1,-1,-1,8,1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio , PyCharm ,, MATLAB ,,,,,,Python,R,,,,,,,,MATLAB,Python,, Matplotlib ,,,,,,,,,CPUs,1-2 years,Linear or Logistic Regression,Decision Trees or Random Forests,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,"Automated data augmentation (e.g. imgaug, albumentations)",,"Automated model selection (e.g. auto-sklearn, xcessiv)",,,,,,"General purpose image/video tools (PIL, cv2, skimage, etc)","Image segmentation methods (U-Net, Mask R-CNN, etc)","Object detection methods (YOLOv3, RetinaNet, etc)",,,,,,,  Scikit-learn ,,,,, PyTorch ,,,,,,,,,,,,,,,,,,,,,,,,
